,reactant,product,rxn_nrj,rxn id,reactant label,Y
282,"['data/SN2-20/0821/r/00.xyz', 'data/SN2-20/0821/r/B.xyz']","['data/SN2-20/0821/p/03.xyz', 'data/SN2-20/0821/p/B.xyz']",-44.13831716983143,821,A_A_E_D_B_0,C
283,"['data/SN2-20/0828/r/14.xyz', 'data/SN2-20/0828/r/A.xyz']","['data/SN2-20/0828/p/01.xyz', 'data/SN2-20/0828/p/A.xyz']",-29.08951797260784,828,A_A_E_D_B_0,D
284,"['data/SN2-20/0830/r/14.xyz', 'data/SN2-20/0830/r/C.xyz']","['data/SN2-20/0830/p/09.xyz', 'data/SN2-20/0830/p/A.xyz']",44.630444653290056,830,A_A_E_D_C_0,A
285,"['data/SN2-20/0832/r/10.xyz', 'data/SN2-20/0832/r/A.xyz']","['data/SN2-20/0832/p/01.xyz', 'data/SN2-20/0832/p/B.xyz']",-72.88956623251323,832,A_A_E_D_C_0,B
286,"['data/SN2-20/0833/r/10.xyz', 'data/SN2-20/0833/r/B.xyz']","['data/SN2-20/0833/p/03.xyz', 'data/SN2-20/0833/p/B.xyz']",-43.07077094194344,833,A_A_E_D_C_0,C
287,"['data/SN2-20/0840/r/19.xyz', 'data/SN2-20/0840/r/A.xyz']","['data/SN2-20/0840/p/05.xyz', 'data/SN2-20/0840/p/A.xyz']",-29.713174562148915,840,A_A_E_D_C_0,D
288,"['data/SN2-20/0842/r/19.xyz', 'data/SN2-20/0842/r/C.xyz']","['data/SN2-20/0842/p/01.xyz', 'data/SN2-20/0842/p/A.xyz']",44.26299458375722,842,A_A_E_E_A_0,A
289,"['data/SN2-20/0844/r/21.xyz', 'data/SN2-20/0844/r/A.xyz']","['data/SN2-20/0844/p/05.xyz', 'data/SN2-20/0844/p/B.xyz']",-73.6029230516118,844,A_A_E_E_A_0,B
290,"['data/SN2-20/0845/r/21.xyz', 'data/SN2-20/0845/r/B.xyz']","['data/SN2-20/0845/p/05.xyz', 'data/SN2-20/0845/p/B.xyz']",-43.32504590215539,845,A_A_E_E_A_0,C
291,"['data/SN2-20/0852/r/00.xyz', 'data/SN2-20/0852/r/A.xyz']","['data/SN2-20/0852/p/05.xyz', 'data/SN2-20/0852/p/A.xyz']",-32.87823043959663,852,A_A_E_E_A_0,D
292,"['data/SN2-20/0853/r/00.xyz', 'data/SN2-20/0853/r/B.xyz']","['data/SN2-20/0853/p/05.xyz', 'data/SN2-20/0853/p/A.xyz']",1.4156490466853808,853,A_A_E_E_B_0,A
293,"['data/SN2-20/0854/r/00.xyz', 'data/SN2-20/0854/r/C.xyz']","['data/SN2-20/0854/p/00.xyz', 'data/SN2-20/0854/p/A.xyz']",44.69550669837305,854,A_A_E_E_B_0,B
294,"['data/SN2-20/0856/r/00.xyz', 'data/SN2-20/0856/r/A.xyz']","['data/SN2-20/0856/p/05.xyz', 'data/SN2-20/0856/p/B.xyz']",-76.8287130645581,856,A_A_E_E_B_0,C
295,"['data/SN2-20/0857/r/00.xyz', 'data/SN2-20/0857/r/B.xyz']","['data/SN2-20/0857/p/05.xyz', 'data/SN2-20/0857/p/B.xyz']",-42.53483357827609,857,A_A_E_E_B_0,D
296,"['data/SN2-20/0864/r/07.xyz', 'data/SN2-20/0864/r/A.xyz']","['data/SN2-20/0864/p/07.xyz', 'data/SN2-20/0864/p/A.xyz']",-30.973023201273552,864,A_A_E_E_C_0,A
297,"['data/SN2-20/0866/r/07.xyz', 'data/SN2-20/0866/r/C.xyz']","['data/SN2-20/0866/p/03.xyz', 'data/SN2-20/0866/p/A.xyz']",44.438685559030226,866,A_A_E_E_C_0,B
298,"['data/SN2-20/0868/r/01.xyz', 'data/SN2-20/0868/r/A.xyz']","['data/SN2-20/0868/p/07.xyz', 'data/SN2-20/0868/p/B.xyz']",-74.75047855280137,868,A_A_E_E_C_0,C
299,"['data/SN2-20/0869/r/01.xyz', 'data/SN2-20/0869/r/B.xyz']","['data/SN2-20/0869/p/01.xyz', 'data/SN2-20/0869/p/B.xyz']",-43.352238219931145,869,A_A_E_E_C_0,D
300,"['data/SN2-20/0876/r/12.xyz', 'data/SN2-20/0876/r/A.xyz']","['data/SN2-20/0876/p/01.xyz', 'data/SN2-20/0876/p/A.xyz']",-29.53587055047991,876,A_B_A_A_A_0,A
301,"['data/SN2-20/0878/r/12.xyz', 'data/SN2-20/0878/r/C.xyz']","['data/SN2-20/0878/p/06.xyz', 'data/SN2-20/0878/p/A.xyz']",44.65346118638976,878,A_B_A_A_A_0,B
302,"['data/SN2-20/0880/r/11.xyz', 'data/SN2-20/0880/r/A.xyz']","['data/SN2-20/0880/p/01.xyz', 'data/SN2-20/0880/p/B.xyz']",-73.71208456178266,880,A_B_A_A_A_0,C
303,"['data/SN2-20/0881/r/11.xyz', 'data/SN2-20/0881/r/B.xyz']","['data/SN2-20/0881/p/02.xyz', 'data/SN2-20/0881/p/B.xyz']",-43.626003138651335,881,A_B_A_A_A_0,D
304,"['data/SN2-20/0888/r/48.xyz', 'data/SN2-20/0888/r/A.xyz']","['data/SN2-20/0888/p/03.xyz', 'data/SN2-20/0888/p/A.xyz']",-29.27465727130056,888,A_B_A_A_B_0,A
305,"['data/SN2-20/0890/r/48.xyz', 'data/SN2-20/0890/r/C.xyz']","['data/SN2-20/0890/p/07.xyz', 'data/SN2-20/0890/p/A.xyz']",44.93508076171096,890,A_B_A_A_B_0,B
306,"['data/SN2-20/0892/r/42.xyz', 'data/SN2-20/0892/r/A.xyz']","['data/SN2-20/0892/p/03.xyz', 'data/SN2-20/0892/p/B.xyz']",-73.26488586803492,892,A_B_A_A_B_0,C
307,"['data/SN2-20/0893/r/42.xyz', 'data/SN2-20/0893/r/B.xyz']","['data/SN2-20/0893/p/04.xyz', 'data/SN2-20/0893/p/B.xyz']",-43.380216389251174,893,A_B_A_A_B_0,D
308,"['data/SN2-20/0900/r/00.xyz', 'data/SN2-20/0900/r/A.xyz']","['data/SN2-20/0900/p/00.xyz', 'data/SN2-20/0900/p/A.xyz']",-21.907738068093764,900,A_B_A_A_C_0,A
309,"['data/SN2-20/0902/r/00.xyz', 'data/SN2-20/0902/r/C.xyz']","['data/SN2-20/0902/p/00.xyz', 'data/SN2-20/0902/p/A.xyz']",44.74141306288303,902,A_B_A_A_C_0,B
310,"['data/SN2-20/0904/r/00.xyz', 'data/SN2-20/0904/r/A.xyz']","['data/SN2-20/0904/p/00.xyz', 'data/SN2-20/0904/p/B.xyz']",-66.64916037847831,904,A_B_A_A_C_0,C
311,"['data/SN2-20/0905/r/00.xyz', 'data/SN2-20/0905/r/B.xyz']","['data/SN2-20/0905/p/00.xyz', 'data/SN2-20/0905/p/B.xyz']",-44.741265188170345,905,A_B_A_A_C_0,D
312,"['data/SN2-20/0912/r/00.xyz', 'data/SN2-20/0912/r/A.xyz']","['data/SN2-20/0912/p/02.xyz', 'data/SN2-20/0912/p/A.xyz']",-25.393288397801403,912,A_B_A_B_A_0,A
313,"['data/SN2-20/0914/r/00.xyz', 'data/SN2-20/0914/r/C.xyz']","['data/SN2-20/0914/p/01.xyz', 'data/SN2-20/0914/p/A.xyz']",44.21165011660064,914,A_B_A_B_A_0,B
314,"['data/SN2-20/0916/r/01.xyz', 'data/SN2-20/0916/r/A.xyz']","['data/SN2-20/0916/p/02.xyz', 'data/SN2-20/0916/p/B.xyz']",-69.60497459387939,916,A_B_A_B_A_0,C
315,"['data/SN2-20/0917/r/01.xyz', 'data/SN2-20/0917/r/B.xyz']","['data/SN2-20/0917/p/00.xyz', 'data/SN2-20/0917/p/B.xyz']",-44.211773767490605,917,A_B_A_B_A_0,D
316,"['data/SN2-20/0924/r/01.xyz', 'data/SN2-20/0924/r/A.xyz']","['data/SN2-20/0924/p/03.xyz', 'data/SN2-20/0924/p/A.xyz']",-23.801979142823203,924,A_B_A_B_B_0,A
317,"['data/SN2-20/0926/r/01.xyz', 'data/SN2-20/0926/r/C.xyz']","['data/SN2-20/0926/p/01.xyz', 'data/SN2-20/0926/p/A.xyz']",44.848517628084316,926,A_B_A_B_B_0,B
318,"['data/SN2-20/0928/r/01.xyz', 'data/SN2-20/0928/r/A.xyz']","['data/SN2-20/0928/p/03.xyz', 'data/SN2-20/0928/p/B.xyz']",-68.65053953497976,928,A_B_A_B_B_0,C
319,"['data/SN2-20/0929/r/01.xyz', 'data/SN2-20/0929/r/B.xyz']","['data/SN2-20/0929/p/01.xyz', 'data/SN2-20/0929/p/B.xyz']",-44.84855363842572,929,A_B_A_B_B_0,D
320,"['data/SN2-20/0936/r/00.xyz', 'data/SN2-20/0936/r/A.xyz']","['data/SN2-20/0936/p/00.xyz', 'data/SN2-20/0936/p/A.xyz']",-21.68391055190597,936,A_B_A_B_C_0,A
321,"['data/SN2-20/0938/r/00.xyz', 'data/SN2-20/0938/r/C.xyz']","['data/SN2-20/0938/p/00.xyz', 'data/SN2-20/0938/p/A.xyz']",44.723998056035434,938,A_B_A_B_C_0,B
322,"['data/SN2-20/0940/r/00.xyz', 'data/SN2-20/0940/r/A.xyz']","['data/SN2-20/0940/p/00.xyz', 'data/SN2-20/0940/p/B.xyz']",-66.40762402850072,940,A_B_A_B_C_0,C
323,"['data/SN2-20/0941/r/00.xyz', 'data/SN2-20/0941/r/B.xyz']","['data/SN2-20/0941/p/00.xyz', 'data/SN2-20/0941/p/B.xyz']",-44.723612659354366,941,A_B_A_B_C_0,D
324,"['data/SN2-20/0948/r/01.xyz', 'data/SN2-20/0948/r/A.xyz']","['data/SN2-20/0948/p/02.xyz', 'data/SN2-20/0948/p/A.xyz']",-21.39256191658617,948,A_B_A_C_A_0,A
325,"['data/SN2-20/0950/r/01.xyz', 'data/SN2-20/0950/r/C.xyz']","['data/SN2-20/0950/p/06.xyz', 'data/SN2-20/0950/p/A.xyz']",44.32679431914494,950,A_B_A_C_A_0,B
326,"['data/SN2-20/0952/r/06.xyz', 'data/SN2-20/0952/r/A.xyz']","['data/SN2-20/0952/p/02.xyz', 'data/SN2-20/0952/p/B.xyz']",-65.71929872224756,952,A_B_A_C_A_0,C
327,"['data/SN2-20/0953/r/06.xyz', 'data/SN2-20/0953/r/B.xyz']","['data/SN2-20/0953/p/01.xyz', 'data/SN2-20/0953/p/B.xyz']",-44.326749475511114,953,A_B_A_C_A_0,D
328,"['data/SN2-20/0960/r/00.xyz', 'data/SN2-20/0960/r/A.xyz']","['data/SN2-20/0960/p/02.xyz', 'data/SN2-20/0960/p/A.xyz']",-25.393288397801403,960,A_B_A_C_B_0,A
329,"['data/SN2-20/0962/r/00.xyz', 'data/SN2-20/0962/r/C.xyz']","['data/SN2-20/0962/p/01.xyz', 'data/SN2-20/0962/p/A.xyz']",44.21165232730913,962,A_B_A_C_B_0,B
330,"['data/SN2-20/0964/r/01.xyz', 'data/SN2-20/0964/r/A.xyz']","['data/SN2-20/0964/p/02.xyz', 'data/SN2-20/0964/p/B.xyz']",-69.60497459387939,964,A_B_A_C_B_0,C
331,"['data/SN2-20/0965/r/01.xyz', 'data/SN2-20/0965/r/B.xyz']","['data/SN2-20/0965/p/00.xyz', 'data/SN2-20/0965/p/B.xyz']",-44.211776354010254,965,A_B_A_C_B_0,D
332,"['data/SN2-20/0972/r/01.xyz', 'data/SN2-20/0972/r/A.xyz']","['data/SN2-20/0972/p/00.xyz', 'data/SN2-20/0972/p/A.xyz']",-27.82320320341484,972,A_B_A_C_C_0,A
333,"['data/SN2-20/0974/r/01.xyz', 'data/SN2-20/0974/r/C.xyz']","['data/SN2-20/0974/p/02.xyz', 'data/SN2-20/0974/p/A.xyz']",44.002604012868005,974,A_B_A_C_C_0,B
334,"['data/SN2-20/0976/r/02.xyz', 'data/SN2-20/0976/r/A.xyz']","['data/SN2-20/0976/p/00.xyz', 'data/SN2-20/0976/p/B.xyz']",-71.8256482813308,976,A_B_A_C_C_0,C
335,"['data/SN2-20/0977/r/02.xyz', 'data/SN2-20/0977/r/B.xyz']","['data/SN2-20/0977/p/01.xyz', 'data/SN2-20/0977/p/B.xyz']",-44.002578841465024,977,A_B_A_C_C_0,D
336,"['data/SN2-20/0984/r/03.xyz', 'data/SN2-20/0984/r/A.xyz']","['data/SN2-20/0984/p/01.xyz', 'data/SN2-20/0984/p/A.xyz']",-26.53963363710945,984,A_B_A_D_A_0,A
337,"['data/SN2-20/0986/r/03.xyz', 'data/SN2-20/0986/r/C.xyz']","['data/SN2-20/0986/p/01.xyz', 'data/SN2-20/0986/p/A.xyz']",45.27975215451164,986,A_B_A_D_A_0,B
338,"['data/SN2-20/0988/r/01.xyz', 'data/SN2-20/0988/r/A.xyz']","['data/SN2-20/0988/p/01.xyz', 'data/SN2-20/0988/p/B.xyz']",-71.37999231190659,988,A_B_A_D_A_0,C
339,"['data/SN2-20/0989/r/01.xyz', 'data/SN2-20/0989/r/B.xyz']","['data/SN2-20/0989/p/03.xyz', 'data/SN2-20/0989/p/B.xyz']",-44.356531994722594,989,A_B_A_D_A_0,D
340,"['data/SN2-20/0996/r/02.xyz', 'data/SN2-20/0996/r/A.xyz']","['data/SN2-20/0996/p/00.xyz', 'data/SN2-20/0996/p/A.xyz']",-25.42610245298676,996,A_B_A_D_B_0,A
341,"['data/SN2-20/0998/r/02.xyz', 'data/SN2-20/0998/r/C.xyz']","['data/SN2-20/0998/p/00.xyz', 'data/SN2-20/0998/p/A.xyz']",44.00527108063571,998,A_B_A_D_B_0,B
342,"['data/SN2-20/1000/r/01.xyz', 'data/SN2-20/1000/r/A.xyz']","['data/SN2-20/1000/p/00.xyz', 'data/SN2-20/1000/p/B.xyz']",-70.18867727945832,1000,A_B_A_D_B_0,C
343,"['data/SN2-20/1001/r/01.xyz', 'data/SN2-20/1001/r/B.xyz']","['data/SN2-20/1001/p/00.xyz', 'data/SN2-20/1001/p/B.xyz']",-45.242273809095686,1001,A_B_A_D_B_0,D
344,"['data/SN2-20/1008/r/10.xyz', 'data/SN2-20/1008/r/A.xyz']","['data/SN2-20/1008/p/01.xyz', 'data/SN2-20/1008/p/A.xyz']",-25.091110221300287,1008,A_B_A_D_C_0,A
345,"['data/SN2-20/1009/r/10.xyz', 'data/SN2-20/1009/r/B.xyz']","['data/SN2-20/1009/p/00.xyz', 'data/SN2-20/1009/p/A.xyz']",-1.229217687239732,1009,A_B_A_D_C_0,B
346,"['data/SN2-20/1010/r/10.xyz', 'data/SN2-20/1010/r/C.xyz']","['data/SN2-20/1010/p/00.xyz', 'data/SN2-20/1010/p/A.xyz']",43.39555453300349,1010,A_B_A_D_C_0,C
347,"['data/SN2-20/1012/r/09.xyz', 'data/SN2-20/1012/r/A.xyz']","['data/SN2-20/1012/p/01.xyz', 'data/SN2-20/1012/p/B.xyz']",-70.17497212027905,1012,A_B_A_D_C_0,D
348,"['data/SN2-20/1013/r/09.xyz', 'data/SN2-20/1013/r/B.xyz']","['data/SN2-20/1013/p/00.xyz', 'data/SN2-20/1013/p/B.xyz']",-46.31307958628985,1013,A_B_A_E_A_0,A
349,"['data/SN2-20/1014/r/09.xyz', 'data/SN2-20/1014/r/C.xyz']","['data/SN2-20/1014/p/00.xyz', 'data/SN2-20/1014/p/B.xyz']",-1.6883073659039387,1014,A_B_A_E_A_0,B
350,"['data/SN2-20/1020/r/01.xyz', 'data/SN2-20/1020/r/A.xyz']","['data/SN2-20/1020/p/03.xyz', 'data/SN2-20/1020/p/A.xyz']",-23.801979142823203,1020,A_B_A_E_A_0,C
351,"['data/SN2-20/1022/r/01.xyz', 'data/SN2-20/1022/r/C.xyz']","['data/SN2-20/1022/p/01.xyz', 'data/SN2-20/1022/p/A.xyz']",44.84851762737094,1022,A_B_A_E_A_0,D
352,"['data/SN2-20/1024/r/01.xyz', 'data/SN2-20/1024/r/A.xyz']","['data/SN2-20/1024/p/03.xyz', 'data/SN2-20/1024/p/B.xyz']",-68.65053953497976,1024,A_B_A_E_B_0,A
353,"['data/SN2-20/1025/r/01.xyz', 'data/SN2-20/1025/r/B.xyz']","['data/SN2-20/1025/p/01.xyz', 'data/SN2-20/1025/p/B.xyz']",-44.84855363842572,1025,A_B_A_E_B_0,B
354,"['data/SN2-20/1032/r/03.xyz', 'data/SN2-20/1032/r/A.xyz']","['data/SN2-20/1032/p/01.xyz', 'data/SN2-20/1032/p/A.xyz']",-27.023290521401574,1032,A_B_A_E_B_0,C
355,"['data/SN2-20/1034/r/03.xyz', 'data/SN2-20/1034/r/C.xyz']","['data/SN2-20/1034/p/02.xyz', 'data/SN2-20/1034/p/A.xyz']",44.35678332226728,1034,A_B_A_E_B_0,D
356,"['data/SN2-20/1036/r/01.xyz', 'data/SN2-20/1036/r/A.xyz']","['data/SN2-20/1036/p/01.xyz', 'data/SN2-20/1036/p/B.xyz']",-71.81942205932498,1036,A_B_A_E_C_0,A
357,"['data/SN2-20/1037/r/01.xyz', 'data/SN2-20/1037/r/B.xyz']","['data/SN2-20/1037/p/03.xyz', 'data/SN2-20/1037/p/B.xyz']",-45.27967886258583,1037,A_B_A_E_C_0,B
358,"['data/SN2-20/1044/r/06.xyz', 'data/SN2-20/1044/r/A.xyz']","['data/SN2-20/1044/p/09.xyz', 'data/SN2-20/1044/p/A.xyz']",-25.66597472377127,1044,A_B_A_E_C_0,C
359,"['data/SN2-20/1046/r/06.xyz', 'data/SN2-20/1046/r/C.xyz']","['data/SN2-20/1046/p/01.xyz', 'data/SN2-20/1046/p/A.xyz']",44.827802623791094,1046,A_B_A_E_C_0,D
360,"['data/SN2-20/1048/r/01.xyz', 'data/SN2-20/1048/r/A.xyz']","['data/SN2-20/1048/p/09.xyz', 'data/SN2-20/1048/p/B.xyz']",-70.49368545695188,1048,A_B_B_A_A_0,A
361,"['data/SN2-20/1049/r/01.xyz', 'data/SN2-20/1049/r/B.xyz']","['data/SN2-20/1049/p/06.xyz', 'data/SN2-20/1049/p/B.xyz']",-44.82869682501079,1049,A_B_B_A_A_0,B
362,"['data/SN2-20/1056/r/03.xyz', 'data/SN2-20/1056/r/A.xyz']","['data/SN2-20/1056/p/00.xyz', 'data/SN2-20/1056/p/A.xyz']",-23.919718095987438,1056,A_B_B_A_A_0,C
363,"['data/SN2-20/1058/r/03.xyz', 'data/SN2-20/1058/r/C.xyz']","['data/SN2-20/1058/p/00.xyz', 'data/SN2-20/1058/p/A.xyz']",44.76709828948329,1058,A_B_B_A_A_0,D
364,"['data/SN2-20/1060/r/02.xyz', 'data/SN2-20/1060/r/A.xyz']","['data/SN2-20/1060/p/00.xyz', 'data/SN2-20/1060/p/B.xyz']",-68.84540815773049,1060,A_B_B_A_B_0,A
365,"['data/SN2-20/1061/r/02.xyz', 'data/SN2-20/1061/r/B.xyz']","['data/SN2-20/1061/p/00.xyz', 'data/SN2-20/1061/p/B.xyz']",-45.422035368098676,1061,A_B_B_A_B_0,B
366,"['data/SN2-20/1068/r/03.xyz', 'data/SN2-20/1068/r/A.xyz']","['data/SN2-20/1068/p/04.xyz', 'data/SN2-20/1068/p/A.xyz']",-23.381463084331962,1068,A_B_B_A_B_0,C
367,"['data/SN2-20/1070/r/03.xyz', 'data/SN2-20/1070/r/C.xyz']","['data/SN2-20/1070/p/02.xyz', 'data/SN2-20/1070/p/A.xyz']",45.53337842590935,1070,A_B_B_A_B_0,D
368,"['data/SN2-20/1072/r/18.xyz', 'data/SN2-20/1072/r/A.xyz']","['data/SN2-20/1072/p/04.xyz', 'data/SN2-20/1072/p/B.xyz']",-68.16587305031902,1072,A_B_B_A_C_0,A
369,"['data/SN2-20/1073/r/18.xyz', 'data/SN2-20/1073/r/B.xyz']","['data/SN2-20/1073/p/00.xyz', 'data/SN2-20/1073/p/B.xyz']",-44.088432976111044,1073,A_B_B_A_C_0,B
370,"['data/SN2-20/1080/r/00.xyz', 'data/SN2-20/1080/r/A.xyz']","['data/SN2-20/1080/p/00.xyz', 'data/SN2-20/1080/p/A.xyz']",-21.683910552512344,1080,A_B_B_A_C_0,C
371,"['data/SN2-20/1082/r/00.xyz', 'data/SN2-20/1082/r/C.xyz']","['data/SN2-20/1082/p/00.xyz', 'data/SN2-20/1082/p/A.xyz']",44.72399805471568,1082,A_B_B_A_C_0,D
372,"['data/SN2-20/1084/r/00.xyz', 'data/SN2-20/1084/r/A.xyz']","['data/SN2-20/1084/p/00.xyz', 'data/SN2-20/1084/p/B.xyz']",-66.40762310673608,1084,A_B_B_B_A_0,A
373,"['data/SN2-20/1085/r/00.xyz', 'data/SN2-20/1085/r/B.xyz']","['data/SN2-20/1085/p/00.xyz', 'data/SN2-20/1085/p/B.xyz']",-44.7236076387654,1085,A_B_B_B_A_0,B
374,"['data/SN2-20/1092/r/00.xyz', 'data/SN2-20/1092/r/A.xyz']","['data/SN2-20/1092/p/00.xyz', 'data/SN2-20/1092/p/A.xyz']",-24.94647590642273,1092,A_B_B_B_A_0,C
375,"['data/SN2-20/1094/r/00.xyz', 'data/SN2-20/1094/r/C.xyz']","['data/SN2-20/1094/p/01.xyz', 'data/SN2-20/1094/p/A.xyz']",45.242164194838494,1094,A_B_B_B_A_0,D
376,"['data/SN2-20/1096/r/00.xyz', 'data/SN2-20/1096/r/A.xyz']","['data/SN2-20/1096/p/00.xyz', 'data/SN2-20/1096/p/B.xyz']",-69.43132477622527,1096,A_B_B_B_B_0,A
377,"['data/SN2-20/1097/r/00.xyz', 'data/SN2-20/1097/r/B.xyz']","['data/SN2-20/1097/p/02.xyz', 'data/SN2-20/1097/p/B.xyz']",-44.00528809086187,1097,A_B_B_B_B_0,B
378,"['data/SN2-20/1104/r/00.xyz', 'data/SN2-20/1104/r/A.xyz']","['data/SN2-20/1104/p/00.xyz', 'data/SN2-20/1104/p/A.xyz']",-23.423346868889322,1104,A_B_B_B_B_0,C
379,"['data/SN2-20/1106/r/00.xyz', 'data/SN2-20/1106/r/C.xyz']","['data/SN2-20/1106/p/02.xyz', 'data/SN2-20/1106/p/A.xyz']",45.42202906988192,1106,A_B_B_B_B_0,D
380,"['data/SN2-20/1108/r/00.xyz', 'data/SN2-20/1108/r/A.xyz']","['data/SN2-20/1108/p/00.xyz', 'data/SN2-20/1108/p/B.xyz']",-68.68616635574257,1108,A_B_B_B_C_0,A
381,"['data/SN2-20/1109/r/00.xyz', 'data/SN2-20/1109/r/B.xyz']","['data/SN2-20/1109/p/03.xyz', 'data/SN2-20/1109/p/B.xyz']",-44.766416994546915,1109,A_B_B_B_C_0,B
382,"['data/SN2-20/1116/r/01.xyz', 'data/SN2-20/1116/r/A.xyz']","['data/SN2-20/1116/p/00.xyz', 'data/SN2-20/1116/p/A.xyz']",-21.69757115345633,1116,A_B_B_B_C_0,C
383,"['data/SN2-20/1118/r/01.xyz', 'data/SN2-20/1118/r/C.xyz']","['data/SN2-20/1118/p/00.xyz', 'data/SN2-20/1118/p/A.xyz']",44.88052070976892,1118,A_B_B_B_C_0,D
384,"['data/SN2-20/1120/r/00.xyz', 'data/SN2-20/1120/r/A.xyz']","['data/SN2-20/1120/p/00.xyz', 'data/SN2-20/1120/p/B.xyz']",-66.57803641484833,1120,A_B_B_C_A_0,A
385,"['data/SN2-20/1121/r/00.xyz', 'data/SN2-20/1121/r/B.xyz']","['data/SN2-20/1121/p/01.xyz', 'data/SN2-20/1121/p/B.xyz']",-44.880434365182154,1121,A_B_B_C_A_0,B
386,"['data/SN2-20/1128/r/04.xyz', 'data/SN2-20/1128/r/A.xyz']","['data/SN2-20/1128/p/00.xyz', 'data/SN2-20/1128/p/A.xyz']",-21.414816974075848,1128,A_B_B_C_A_0,C
387,"['data/SN2-20/1130/r/04.xyz', 'data/SN2-20/1130/r/C.xyz']","['data/SN2-20/1130/p/00.xyz', 'data/SN2-20/1130/p/A.xyz']",44.59524121245136,1130,A_B_B_C_A_0,D
388,"['data/SN2-20/1132/r/01.xyz', 'data/SN2-20/1132/r/A.xyz']","['data/SN2-20/1132/p/00.xyz', 'data/SN2-20/1132/p/B.xyz']",-65.92714695227727,1132,A_B_B_C_B_0,A
389,"['data/SN2-20/1133/r/01.xyz', 'data/SN2-20/1133/r/B.xyz']","['data/SN2-20/1133/p/05.xyz', 'data/SN2-20/1133/p/B.xyz']",-44.50536520880323,1133,A_B_B_C_B_0,B
390,"['data/SN2-20/1140/r/01.xyz', 'data/SN2-20/1140/r/A.xyz']","['data/SN2-20/1140/p/02.xyz', 'data/SN2-20/1140/p/A.xyz']",-21.39256191594413,1140,A_B_B_C_B_0,C
391,"['data/SN2-20/1142/r/01.xyz', 'data/SN2-20/1142/r/C.xyz']","['data/SN2-20/1142/p/06.xyz', 'data/SN2-20/1142/p/A.xyz']",44.32679431978698,1142,A_B_B_C_B_0,D
392,"['data/SN2-20/1144/r/06.xyz', 'data/SN2-20/1144/r/A.xyz']","['data/SN2-20/1144/p/02.xyz', 'data/SN2-20/1144/p/B.xyz']",-65.71929872288962,1144,A_B_B_C_C_0,A
393,"['data/SN2-20/1145/r/06.xyz', 'data/SN2-20/1145/r/B.xyz']","['data/SN2-20/1145/p/01.xyz', 'data/SN2-20/1145/p/B.xyz']",-44.32674947615315,1145,A_B_B_C_C_0,B
394,"['data/SN2-20/1152/r/00.xyz', 'data/SN2-20/1152/r/A.xyz']","['data/SN2-20/1152/p/01.xyz', 'data/SN2-20/1152/p/A.xyz']",-23.861832983675843,1152,A_B_B_C_C_0,C
395,"['data/SN2-20/1153/r/00.xyz', 'data/SN2-20/1153/r/B.xyz']","['data/SN2-20/1153/p/03.xyz', 'data/SN2-20/1153/p/A.xyz']",1.5918126405291493,1153,A_B_B_C_C_0,D
396,"['data/SN2-20/1154/r/00.xyz', 'data/SN2-20/1154/r/C.xyz']","['data/SN2-20/1154/p/09.xyz', 'data/SN2-20/1154/p/A.xyz']",46.313240022926,1154,A_B_B_D_A_0,A
397,"['data/SN2-20/1156/r/00.xyz', 'data/SN2-20/1156/r/A.xyz']","['data/SN2-20/1156/p/01.xyz', 'data/SN2-20/1156/p/B.xyz']",-68.48665334506761,1156,A_B_B_D_A_0,B
398,"['data/SN2-20/1157/r/00.xyz', 'data/SN2-20/1157/r/B.xyz']","['data/SN2-20/1157/p/03.xyz', 'data/SN2-20/1157/p/B.xyz']",-43.033007720862635,1157,A_B_B_D_A_0,C
399,"['data/SN2-20/1158/r/00.xyz', 'data/SN2-20/1158/r/C.xyz']","['data/SN2-20/1158/p/09.xyz', 'data/SN2-20/1158/p/B.xyz']",1.688419661534226,1158,A_B_B_D_A_0,D
400,"['data/SN2-20/1164/r/00.xyz', 'data/SN2-20/1164/r/A.xyz']","['data/SN2-20/1164/p/04.xyz', 'data/SN2-20/1164/p/A.xyz']",-24.077434027619947,1164,A_B_B_D_B_0,A
401,"['data/SN2-20/1166/r/00.xyz', 'data/SN2-20/1166/r/C.xyz']","['data/SN2-20/1166/p/06.xyz', 'data/SN2-20/1166/p/A.xyz']",44.09913733355225,1166,A_B_B_D_B_0,B
402,"['data/SN2-20/1168/r/19.xyz', 'data/SN2-20/1168/r/A.xyz']","['data/SN2-20/1168/p/04.xyz', 'data/SN2-20/1168/p/B.xyz']",-68.83506088233105,1168,A_B_B_D_B_0,C
403,"['data/SN2-20/1169/r/19.xyz', 'data/SN2-20/1169/r/B.xyz']","['data/SN2-20/1169/p/03.xyz', 'data/SN2-20/1169/p/B.xyz']",-45.453541378090016,1169,A_B_B_D_B_0,D
404,"['data/SN2-20/1176/r/05.xyz', 'data/SN2-20/1176/r/A.xyz']","['data/SN2-20/1176/p/00.xyz', 'data/SN2-20/1176/p/A.xyz']",-21.42176966147133,1176,A_B_B_D_C_0,A
405,"['data/SN2-20/1178/r/05.xyz', 'data/SN2-20/1178/r/C.xyz']","['data/SN2-20/1178/p/01.xyz', 'data/SN2-20/1178/p/A.xyz']",44.505369405441535,1178,A_B_B_D_C_0,B
