,mol,Eafw,Earev,dErxn,ETS,ERt,EPr,enan,HRt,HPr,HTS,Hafw,dH
134,2bMebp2,6.211088773999999,15.95693841,-9.745849641,-1917595.041143207,-1917601.2522272891,-1917610.998069568,R,-1917263.307255339,-1917271.3393705392,-1917257.242380854,6.064874485135078,-8.032115200068802
135,2bMebp3,13.406112400000001,22.94676645,-9.540654043,-1917586.251624644,-1917599.6577269202,-1917609.198373756,R,-1917261.4774390953,-1917269.899864893,-1917248.3148103112,13.162628784077242,-8.422425797674805
136,2bMebp4,10.09788246,21.52922254,-11.43134009,-1917587.261286625,-1917597.359161453,-1917608.790492906,R,-1917259.3106505182,-1917269.326321667,-1917249.2855667342,10.025083784013987,-10.015671148896217
137,2bMebp5,10.06838951,21.85301743,-11.78462792,-1917589.95643778,-1917600.024819685,-1917611.809438705,R,-1917261.896615107,-1917272.212863067,-1917251.816310531,10.080304576084018,-10.316247959854081
138,2bMebp1,8.668415873999999,10.38779183,-1.719375959,-1917591.410376133,-1917600.0787854593,-1917601.798160119,S,-1917261.7535430552,-1917262.5460869218,-1917253.42336108,8.33018197515048,-0.7925438666716218
139,2bMebp2,6.340355725,18.870464899999998,-12.53010918,-1917593.105277942,-1917599.4456288782,-1917611.9757285903,S,-1917261.213885315,-1917272.186507689,-1917255.014723904,6.199161411030218,-10.972622374072671
140,2bMebp3,8.199666297,20.73416804,-12.53450174,-1917592.773325681,-1917600.9729857843,-1917613.507478059,S,-1917262.861723949,-1917273.7697128963,-1917254.620648252,8.241075696889311,-10.907988947350532
141,2bMebp4,9.740829565,22.00738476,-12.266555199999999,-1917587.317762435,-1917597.058584642,-1917609.3251305742,S,-1917259.1820111729,-1917269.788168291,-1917249.21905078,9.962960392935202,-10.606157118221745
142,2bMebp5,9.863821422000001,13.78073556,-3.916914137,-1917588.5238347333,-1917598.387648704,-1917602.3045598823,S,-1917260.305879792,-1917262.9056495791,-1917250.501051667,9.804828125052154,-2.599769787164405
143,2bbp1,8.676573497,14.05244716,-5.375873663999999,-1868262.817444549,-1868271.494011492,-1868276.869881095,S,-1867968.232089481,-1867972.5361737122,-1867959.7814257783,8.450663702795282,-4.30408423114568
144,2bbp2,6.5587290220000005,17.88213748,-11.32340846,-1868264.265735321,-1868270.824459389,-1868282.1478592942,S,-1867967.6892941962,-1867977.391210845,-1867961.263602036,6.425692160148174,-9.701916648773476
145,2bbp3,8.252377093,18.63452134,-10.38214425,-1868264.022889338,-1868272.275260197,-1868282.657396602,S,-1867968.9267419442,-1867977.844272343,-1867960.99126313,7.935478814179078,-8.91753039881587
146,2bbp4,9.587717253,21.45831397,-11.87059672,-1868258.9363013841,-1868268.524011395,-1868280.3945991478,S,-1867965.470422372,-1867975.868874011,-1867955.809921317,9.660501054953784,-10.398451639106497
147,2bbp5,9.62725035,14.0750375,-4.447787152,-1868259.9233730407,-1868269.5506161188,-1868273.9983999112,S,-1867966.3840754759,-1867969.6000591011,-1867956.7292220022,9.654853473650292,-3.2159836252685636
148,2cbp1,8.311990493,13.84034896,-5.528358466,-2320566.959144724,-2320575.271128938,-2320580.799483228,R,-2320273.6062173317,-2320278.3727756958,-2320265.8527161283,7.7535012033768,-4.766558364033699
149,2cbp2,6.2261490010000005,15.37398211,-9.147833112,-2320570.302512676,-2320576.528656974,-2320585.676483176,R,-2320275.337514663,-2320283.094153412,-2320269.0316767218,6.305837941356003,-7.756638749036938
150,2cbp3,13.571774900000001,23.07666091,-9.504886003,-2320561.2544604056,-2320574.826225057,-2320584.3311038804,R,-2320273.337015971,-2320281.620134771,-2320260.238393105,13.098622865974903,-8.283118799794465
151,2cbp4,9.292160291,21.20668267,-11.91452238,-2320562.588544539,-2320571.880697811,-2320583.795211194,R,-2320270.581623952,-2320281.472670156,-2320261.45889811,9.122725842054933,-10.891046204138547
152,2cbp5,10.35955391,22.60289125,-12.24333735,-2320564.882089934,-2320575.2416360155,-2320587.484964114,R,-2320273.9231093773,-2320284.917067057,-2320263.802016716,10.12109266128391,-10.993957679718733
153,2cMebp1,8.365956307000001,11.15586343,-2.789907121,-2369896.382898224,-2369904.748848212,-2369907.5387532264,R,-2369568.74413409,-2369570.4202106292,-2369560.4145796243,8.329554465599358,-1.6760765393264592
154,2cMebp2,6.118844881,15.44991076,-9.331065877999999,-2369899.8555330303,-2369905.9743732894,-2369915.305432119,R,-2369570.022997432,-2369577.906392999,-2369563.8213259852,6.201671446673572,-7.883395567070693
155,2cMebp3,13.25300009,23.7255057,-10.47250561,-2369890.858936497,-2369904.111926577,-2369914.5844242782,R,-2369567.9478251687,-2369576.761816583,-2369555.0669479263,12.880877242423594,-8.813991414383054
156,2cMebp4,9.484805699999999,21.46458907,-11.97978337,-2369891.967117391,-2369901.4519159263,-2369913.431690245,R,-2369565.415198845,-2369576.0426912685,-2369555.931027819,9.48417102592066,-10.627492423634976
157,2cMebp5,10.38528179,22.31737444,-11.93209265,-2369894.4476604685,-2369904.832934418,-2369916.765018053,R,-2369568.724053802,-2369579.252399804,-2369558.744150666,9.979903135914356,-10.528346002101898
158,2cMebp1,8.67343595,10.85089382,-2.177457875,-2369896.241708699,-2369904.915138097,-2369907.092594327,S,-2369568.7466441263,-2369569.510950088,-2369560.3631238863,8.383520239964128,-0.7643059617839754
159,2cMebp2,6.116334843,17.80558132,-11.68924648,-2369898.249737499,-2369904.366067722,-2369916.0553053743,S,-2369568.548978791,-2369578.3218039568,-2369562.250670958,6.298307833261788,-9.772825165651739
160,2cMebp3,7.81374797,20.14305412,-12.32930615,-2369897.064372998,-2369904.878115066,-2369917.207411898,S,-2369568.572824133,-2369579.5322688185,-2369560.847560834,7.725263298954815,-10.959444685373455
161,2cMebp4,9.835583496,21.43509612,-11.59951263,-2369892.171685325,-2369902.0072613913,-2369913.6067652563,S,-2369566.09604611,-2369576.230943969,-2369556.1374782803,9.958567829802632,-10.134897858835757
162,2cMebp5,12.58093744,21.095613500000002,-8.514676052999999,-2369890.557104668,-2369903.138032609,-2369911.6527022305,S,-2369567.0950404378,-2369574.002032001,-2369554.679147364,12.41589307365939,-6.906991563271731
163,2cbp1,8.721754179,13.17518892,-4.453434737,-2320566.775284587,-2320575.497032178,-2320579.950463551,S,-2320274.3121649567,-2320277.641100202,-2320265.811300534,8.500864422880113,-3.3289352455176413
164,2cbp2,6.281369835,16.93083312,-10.64946328,-2320568.673499312,-2320574.9548644023,-2320585.6043196414,S,-2320273.8496908243,-2320282.9052732033,-2320267.574600824,6.275090000126511,-9.055582378990948
165,2cbp3,7.9417599029999995,19.90460052,-11.96284061,-2320567.552140729,-2320575.493894633,-2320587.456726209,S,-2320274.224941206,-2320284.696811398,-2320266.29071741,7.934223796240985,-10.471870191860944
166,2cbp4,9.743339602999999,21.29076894,-11.54742934,-2320562.867786044,-2320572.611118287,-2320584.158538905,S,-2320271.590658424,-2320281.618879753,-2320261.8724265415,9.718231882434338,-10.028221329208463
167,2cbp5,12.597880199999999,23.00449732,-10.40661712,-2320560.871679915,-2320573.469550599,-2320583.876159855,S,-2320272.353709368,-2320281.091772193,-2320259.861260196,12.492449171841145,-8.73806282505393
168,2dbp1,8.429962274,11.74885988,-3.3188976080000003,-1793070.16409715,-1793078.594053056,-1793081.9129481572,R,-1792730.75702923,-1792732.96586091,-1792722.600039739,8.156989491079003,-2.208831680007279
169,2dbp2,6.544923814,17.121596,-10.57667218,-1793073.074483892,-1793079.6194027618,-1793090.196066957,R,-1792731.7673187202,-1792741.013036326,-1792725.520466625,6.246852095238864,-9.24571760580875
170,2dbp3,12.432217699999999,23.48391456,-11.05169686,-1793064.3125757251,-1793076.7447840332,-1793087.7964725408,R,-1792728.824929019,-1792738.615324437,-1792716.586620992,12.238308026921004,-9.790395417949185
171,2dbp4,8.767562371,23.817749600000003,-15.05018722,-1793065.440209398,-1793074.2077651462,-1793089.257941002,R,-1792726.350033523,-1792740.022199615,-1792717.6558963282,8.694137194892392,-13.672166091855615
172,2dbp5,9.946025163,23.2021628,-13.25613764,-1793067.7720328418,-1793077.718050492,-1793090.974178117,R,-1792729.769330064,-1792741.7390642392,-1792719.9820721908,9.78725787322037,-11.969734175130725
173,2dbp1,8.888671699,11.96974322,-3.081071517,-1793069.758726336,-1793078.6473913211,-1793081.728460511,S,-1792730.6660404252,-1792732.7173673462,-1792722.1770986728,8.48894175235182,-2.0513269209768623
174,2dbp2,6.4156568620000005,17.06449264,-10.64883577,-1793072.2706448631,-1793078.6862968788,-1793089.3351246093,S,-1792731.033760699,-1792740.2217474773,-1792724.453701325,6.580059373984113,-9.187986778328195
175,2dbp3,8.743089501,20.92744096,-12.18435146,-1793070.7206976332,-1793079.46378053,-1793091.648122783,S,-1792731.543298007,-1792742.3333152619,-1792722.6734582921,8.869839714840055,-10.790017254883423
176,2dbp4,9.292160291,21.88878547,-12.59662518,-1793066.6192988092,-1793075.9114520808,-1793088.5080677469,S,-1792728.1271390112,-1792739.5145448342,-1792719.1581528739,8.968986137304455,-11.387405822984874
177,2dbp5,12.82441112,23.97211693,-11.14770581,-1793063.6781641261,-1793076.5025655592,-1793087.650262944,S,-1792728.699427219,-1792738.316002644,-1792715.92899156,12.770435659214854,-9.616575424792245
178,2ebp1,8.510910996,10.73417706,-2.223266067,-2166664.894348591,-2166673.405253158,-2166675.628517545,R,-2166354.2529207403,-2166355.379926904,-2166345.810414654,8.442506086081266,-1.1270061638206244
179,2ebp2,6.01216827,14.07252746,-8.060359194,-2166668.528880719,-2166674.541044448,-2166682.601397553,R,-2166355.2500325413,-2166362.2147549316,-2166349.252301519,5.997731022536755,-6.964722390286624
180,2ebp3,6.755139487999999,21.45266639,-14.6975269,-2166658.686402054,-2166665.441536439,-2166680.139052237,R,-2166346.690182272,-2166360.015335887,-2166339.6991045033,6.991077768616378,-13.32515361532569
181,2ebp4,9.538144005,21.0429027,-11.5047587,-2166660.1717158565,-2166669.709852657,-2166681.214602663,R,-2166350.531164861,-2166360.902006104,-2166341.168103072,9.363061788957566,-10.370841243304312
182,2ebp5,10.6105577,29.14844258,-18.53788488,-2166659.6847688733,-2166670.295318554,-2166688.833189432,R,-2166351.122905848,-2166368.2909245794,-2166340.683666124,10.439239724073559,-17.168018731288612
183,2eMebp1,8.441884953999999,25.01566518,-16.57378023,-2215995.6628538785,-2216004.104732455,-2216020.678500163,R,-2215650.0597620923,-2215665.429967538,-2215641.683144451,8.376617641188204,-15.370205445680767
184,2eMebp2,5.972635173,23.66463728,-17.69200211,-2215999.437948022,-2216005.410578684,-2216023.1025674306,R,-2215651.282149624,-2215667.865957476,-2215645.292576219,5.989573405124247,-16.583807852119207
185,2eMebp3,6.529863587,21.49282699,-14.96296341,-2215989.615549645,-2215996.1454082993,-2216011.108360404,R,-2215642.5321641285,-2215655.424964042,-2215635.8573508947,6.674813233781606,-12.892799913417548
186,2eMebp4,12.89845724,20.94250119,-8.044043947,-2215990.951516306,-2216003.849963801,-2216011.894001672,R,-2215649.806875965,-2215656.573305512,-2215636.891485727,12.915390238165855,-6.766429546754807
187,2eMebp5,10.961963,20.96132647,-9.999363468,-2215993.105127194,-2216004.067081915,-2216014.06643783,R,-2215649.944300436,-2215658.677970698,-2215639.156793217,10.787507218774408,-8.733670262154192
188,2eMebp1,8.901849398,22.03687771,-13.13502831,-2215995.74945012,-2216004.651292794,-2216017.7863111817,S,-2215650.461995361,-2215662.608687074,-2215641.644238893,8.8177564679645,-12.14669171301648
189,2eMebp2,5.992087967000001,16.64657133,-10.65448336,-2215997.525928099,-2216003.51801154,-2216014.172486851,S,-2215649.612348175,-2215658.410024355,-2215643.652895202,5.959452973213047,-8.7976761800237
190,2eMebp3,8.136915349,21.8442323,-13.70731695,-2215995.0422474775,-2216003.17915668,-2216016.886463276,S,-2215648.936520982,-2215660.9106477196,-2215640.7638437664,8.172677215654403,-11.974126737564802
191,2eMebp4,10.26228994,20.39845047,-10.13616053,-2215991.4008127498,-2216001.663094936,-2216011.799247813,S,-2215647.5936517217,-2215656.294064007,-2215637.3257219554,10.267929766327143,-8.700412285048515
192,2eMebp5,17.60791584,13.48015852,4.12775732,-2215988.785982747,-2216006.393885287,-2216002.266131085,S,-2215652.682122203,-2215646.9648877042,-2215634.766112744,17.916009459178895,5.717234498821199
193,2ebp1,8.977778043999999,11.6509684,-2.673190359,-2166664.925724041,-2166673.9034953043,-2166676.5766836437,S,-2166354.7844208633,-2166356.434142024,-2166345.893873351,8.890547512099147,-1.649721160531044
194,2ebp2,6.034131102000001,16.02408193,-9.989950826,-2166666.547207297,-2166672.581333841,-2166682.571277121,S,-2166353.533795426,-2166361.992616746,-2166347.3490667217,6.18472870439291,-8.458821319974959
195,2ebp3,8.370976383,21.50976975,-13.13879337,-2166664.121257503,-2166672.492227563,-2166685.631011005,S,-2166353.223178471,-2166364.9663818968,-2166344.684663508,8.538514962885529,-11.743203425779939
196,2ebp4,10.03199396,20.51704976,-10.4850558,-2166660.7534167,-2166670.785403083,-2166681.270450964,S,-2166351.6713487143,-2166360.7877994664,-2166341.475582482,10.19576623244211,-9.116450752131641
197,2ebp5,16.167781599999998,13.97212595,2.195655649,-2166657.6359519884,-2166673.803721373,-2166671.6080673817,S,-2166355.015344175,-2166350.9126903326,-2166338.57774592,16.437598254997283,4.102653842419386
198,2fbp1,8.342738457000001,15.90360011,-7.560861652000001,-1891702.679443983,-1891711.0221761381,-1891718.583032079,R,-1891292.343151266,-1891298.532272533,-1891283.7312177499,8.611933516105637,-6.189121267059818
199,2fbp2,7.3744913379999995,21.04792278,-13.67343144,-1891704.267041753,-1891711.641527521,-1891725.314948631,R,-1891292.6537682211,-1891304.8494056358,-1891285.3313657,7.322402521036565,-12.195637414697558
200,2fbp3,13.12436065,25.56097091,-12.43661027,-1891699.2959154549,-1891712.4202661903,-1891724.856867061,R,-1891293.39485635,-1891304.3084928782,-1891280.51209658,12.88275977014564,-10.913636528188363
201,2fbp4,9.450292679,26.77520175,-17.32490907,-1891697.754125842,-1891707.204411382,-1891724.529307363,R,-1891288.426240088,-1891303.9803056712,-1891278.724323439,9.701916649006307,-15.554065583273768
202,2fbp5,10.17945869,26.68421287,-16.50475419,-1891699.3630589182,-1891709.542509916,-1891726.047251634,R,-1891290.6024413002,-1891305.0414233902,-1891280.3991449599,10.203296340303496,-14.438982089981437
203,2fbp1,9.296552857,17.64807645,-8.351523589,-1891701.5850682869,-1891710.8816141218,-1891719.233131403,S,-1891292.040064419,-1891299.019847026,-1891282.794346813,9.24571760580875,-6.979782607173547
204,2fbp2,6.649717896,21.17091463,-14.52119674,-1891704.3724632652,-1891711.0221761381,-1891725.5433619071,S,-1891292.3870768961,-1891305.003145341,-1891285.689673339,6.69740355713293,-12.616068444913253
205,2fbp3,9.302200443,29.44211701,-20.13991657,-1891699.521818695,-1891708.824012111,-1891728.9639134659,S,-1891290.006935259,-1891308.590614294,-1891280.634460835,9.372474424075335,-18.583679034840316
206,2fbp4,9.166030887,24.34297502,-15.17694414,-1891699.49985588,-1891708.665879843,-1891723.842812517,S,-1891289.8996312201,-1891303.4531981112,-1891280.699721771,9.199909449089319,-13.553566891001537
207,2fbp5,7.550821501000001,26.06423351,-18.51341201,-1891697.350010046,-1891704.900825843,-1891723.4142238703,S,-1891286.446449193,-1891302.833846728,-1891278.7575814158,7.688867777120322,-16.387397535145283
208,2gbp1,8.265554791,15.93434807,-7.668793282,-1941010.240783923,-1941018.506332471,-1941026.17511996,R,-1940565.024403441,-1940571.460135745,-1940556.6866913582,8.337712082779035,-6.435732303885743
209,2gbp2,6.8354607000000005,19.56009781,-12.72463711,-1941011.940078295,-1941018.7755338321,-1941031.5001613342,R,-1940565.271014478,-1940576.435027097,-1940558.315704722,6.955309756100178,-11.164012618828565
210,2gbp3,13.80646345,26.77582926,-12.96936581,-1941002.9836423378,-1941016.790095356,-1941029.7594513681,R,-1940563.2849484931,-1940574.766480666,-1940549.3787215443,13.906226948834956,-11.481532172765583
211,2gbp4,8.36281876,24.61531414,-16.25249538,-1941005.0255566242,-1941013.3883690669,-1941029.6408521668,R,-1940559.694341995,-1940574.4364109319,-1940551.5222922883,8.172049706801772,-14.742068936815485
212,2gbp5,10.32378587,21.68986497,-11.3660791,-1941007.432053639,-1941017.755831707,-1941029.121902224,R,-1940564.2513123532,-1940573.8013718242,-1940553.8672934212,10.384018932003528,-9.550059471046552
213,2gbp1,9.343616068,16.32528648,-6.981670407999999,-1941009.266889955,-1941018.6104989653,-1941025.5921640992,S,-1940565.054523873,-1940570.8721598121,-1940555.5289372532,9.525586619740352,-5.817635939223692
214,2gbp2,6.410009277,18.73931542,-12.32930615,-1941012.097583054,-1941018.5075874892,-1941030.8368843212,S,-1940565.053896364,-1940575.643110739,-1940558.5422354713,6.511660892749205,-10.58921437500976
215,2gbp3,8.579309529,26.00022755,-17.42091802,-1941007.301531767,-1941015.880834815,-1941033.301739673,S,-1940562.3882381322,-1940578.3395169121,-1940553.845958115,8.542280017165467,-15.951278779888526
216,2gbp4,9.528731363,22.98880958,-13.46007822,-1941006.493300175,-1941016.0220243402,-1941029.48209239,S,-1940562.3681578443,-1940574.2902013347,-1940552.9837607492,9.38439709506929,-11.922043490456417
217,2gbp5,10.45681787,25.877863199999997,-15.42104532,-1940999.8875129323,-1941010.344322908,-1941025.765356583,S,-1940556.354739097,-1940570.5113421371,-1940546.241176544,10.113562552956864,-14.15660304017365
218,2hbp1,8.055339118,11.27132517,-3.2159860539999996,-1839253.126575269,-1839261.1819083022,-1839264.397891927,R,-1838937.005111321,-1838939.075263512,-1838928.9717411033,8.033370217774063,-2.07015219097957
219,2hbp2,6.4520524120000005,16.47212369,-10.02007128,-1839256.5810123142,-1839263.033059852,-1839273.053123564,R,-1838938.9792546348,-1838947.551027575,-1838932.470731287,6.508523347787559,-8.571772940224037
220,2hbp3,13.18209152,23.59059117,-10.40849965,-1839247.199752764,-1839260.3818343272,-1839270.7903261099,R,-1838936.4177628967,-1838945.0704844978,-1838923.066881413,13.35088148363866,-8.652721601072699
221,2hbp4,8.904986945,22.181832399999998,-13.27684545,-1839249.8603909242,-1839258.765371143,-1839272.042206565,R,-1838934.5584537298,-1838946.536345522,-1838925.63527575,8.923177979886532,-11.977891792077571
222,2hbp5,10.2265219,23.89367824,-13.66715634,-1839250.3366702548,-1839260.5631844283,-1839274.230330448,R,-1838936.4416082392,-1838948.615910348,-1838926.2364293719,10.20517886732705,-12.174302108818665
223,2hMebp1,8.060986703,11.36921665,-3.308229947,-1888582.446162275,-1888590.507142889,-1888593.8153703369,R,-1888231.501086372,-1888233.596338923,-1888223.502229149,7.9988572229631245,-2.095252551138401
224,2hMebp2,6.37047618,16.42443297,-10.05395679,-1888585.835965893,-1888592.206437261,-1888602.260386459,R,-1888232.963182342,-1888241.733875635,-1888226.804181507,6.159000834915787,-8.770693293074146
225,2hMebp3,13.00011377,23.9237987,-10.92368492,-1888577.0910004692,-1888590.0911044218,-1888601.014781094,R,-1888230.976488848,-1888240.347080745,-1888218.3171222822,12.6593665657565,-9.370591897051781
226,2hMebp4,9.178581076,22.3939306,-13.21534952,-1888578.983567613,-1888588.162141756,-1888601.377481296,R,-1888229.052546254,-1888240.8120649143,-1888219.8589118952,9.193634358700365,-11.759518660372123
227,2hMebp5,10.24471967,23.73680087,-13.492081200000001,-1888580.099278615,-1888590.3439905492,-1888603.8360615582,R,-1888231.060575054,-1888243.227347055,-1888220.9325797942,10.127995259827003,-12.16677200095728
228,2hMebp1,8.184606068999999,13.01078143,-4.826175365,-1888582.6350424842,-1888590.8196423713,-1888595.64581409,S,-1888231.8631590651,-1888235.453765563,-1888223.812846104,8.050312961218879,-3.5906064978335053
229,2hMebp2,6.255014437000001,19.27960108,-13.02458664,-1888583.912023299,-1888590.167033011,-1888603.191609815,S,-1888231.09446054,-1888242.498809106,-1888225.069746631,6.024713909020647,-11.404348565964028
230,2hMebp3,7.71899404,22.36883022,-14.64983618,-1888582.651357718,-1888590.370345927,-1888605.020171041,S,-1888231.2776931683,-1888244.2985049179,-1888223.6283584582,7.6493347100913525,-13.020811749622226
231,2hMebp4,9.481040643,23.26867881,-13.78763816,-1888577.942530182,-1888587.4235636631,-1888601.211191411,S,-1888228.440724979,-1888240.52592081,-1888218.915765868,9.524959110887721,-12.085195831023157
232,2hMebp5,12.22325704,21.07365067,-8.850393621,-1888577.109825739,-1888589.33307355,-1888598.183460486,S,-1888230.370942663,-1888237.43857653,-1888218.1451848159,12.22575784707442,-7.067633867030963
233,2hbp1,8.254259621000001,13.05407959,-4.799819966,-1839253.343693383,-1839261.597946769,-1839266.39776311,S,-1838937.2253669798,-1838940.918884954,-1838929.2942807288,7.9310862510465086,-3.693517974112183
234,2hbp2,6.428834561,18.39544023,-11.96660567,-1839254.7731588848,-1839261.2019885902,-1839273.1685852201,S,-1838937.165126116,-1838947.3301444072,-1838930.591969341,6.573156774975359,-10.165018291212618
235,2hbp3,7.869596313,20.75613087,-12.88653456,-1839253.222584146,-1839261.0921745151,-1839273.978699339,S,-1838936.8087010041,-1838948.094450369,-1838928.9748786478,7.833822356304154,-11.28574936487712
236,2hbp4,9.310358066000001,22.72149054,-13.41113248,-1839248.3449566893,-1839257.655307722,-1839271.0664300702,S,-1838933.668645968,-1838945.5837868599,-1838924.320644395,9.348001573001966,-11.915140891913325
237,2hbp5,12.4585731,21.23931317,-8.78074007,-1839247.4105957882,-1839259.869159474,-1839268.6498929108,S,-1838935.618316431,-1838943.068730788,-1838923.406991291,12.21132513997145,-7.4504143570084125
238,2ibp1,8.967110384,19.63351642,-10.66640604,-1859441.378753737,-1859450.345857347,-1859461.012255329,R,-1859138.7957964642,-1859148.5441487788,-1859130.138054791,8.65774167329073,-9.74835231457837
239,2ibp2,6.506018226,21.66350957,-15.15749134,-1859443.8580417961,-1859450.364055108,-1859465.5215350033,R,-1859139.027347285,-1859152.808699943,-1859132.4272076231,6.6001396619249135,-13.781352657824755
240,2ibp3,12.89908475,21.94212378,-9.04303903,-1859435.445028633,-1859448.3441036372,-1859457.3871358358,R,-1859137.2125912572,-1859144.563859192,-1859124.236960155,12.975631102221087,-7.351267934776843
241,2ibp4,10.00312853,27.94362439,-17.94049586,-1859436.234434955,-1859446.237555924,-1859464.1780382341,R,-1859134.8882979213,-1859151.24180997,-1859125.109197665,9.779100256273523,-16.353512048721313
242,2ibp5,10.68460381,21.84925238,-11.16464856,-1859439.059480473,-1859449.744076216,-1859460.9087163443,R,-1859138.339597421,-1859148.300675287,-1859127.9380082372,10.401589183835313,-9.961077865911648
243,2iMebp1,8.926949777,9.383149165,-0.456199387,-1908771.944573617,-1908780.8715166512,-1908781.327715694,R,-1908434.327161365,-1908433.8094664402,-1908425.710207777,8.616953587858006,0.5176949247252196
244,2iMebp2,6.381771351,23.9369764,-17.55520504,-1908774.5299106971,-1908780.9116772271,-1908798.466869011,R,-1908434.673546333,-1908450.742796805,-1908428.533370768,6.14017556514591,-16.069250471889973
245,2iMebp3,12.8231561,22.31298188,-9.489825775,-1908766.3120528331,-1908779.1351992479,-1908788.625017855,R,-1908432.841847562,-1908440.924790991,-1908420.2238965903,12.617950971703976,-8.082943429006264
246,2iMebp4,12.59286012,29.91086659,-17.31800646,-1908766.7431515162,-1908779.3360021282,-1908796.65399551,R,-1908433.141169355,-1908449.0842905182,-1908420.693900831,12.447268523974344,-15.94312116317451
247,2iMebp5,10.82391092,21.78148135,-10.95757044,-1908769.734486919,-1908780.55838966,-1908791.5159518179,R,-1908434.214209745,-1908443.800664738,-1908423.486315881,10.727893864037469,-9.586454993113875
248,2iMebp1,8.684103611,8.698536329,-0.014432718,-1908772.1880471092,-1908780.87214416,-1908780.8865768672,S,-1908434.511021502,-1908433.7297727969,-1908425.919795783,8.591225719079375,0.7812487052287906
249,2iMebp2,6.500998151,16.95279595,-10.4517978,-1908773.326975944,-1908779.8279691841,-1908790.279759088,S,-1908433.576033092,-1908442.560706954,-1908427.0555870729,6.520446019247174,-8.984673861879855
250,2iMebp3,8.193391202,20.17568461,-11.98229341,-1908772.0041869718,-1908780.197571985,-1908792.1798563402,S,-1908433.9952091041,-1908444.3786005273,-1908425.736563155,8.258645949186757,-10.383391423150897
251,2iMebp4,10.54843426,21.87184272,-11.32340846,-1908766.902538802,-1908777.4509650918,-1908788.774364997,S,-1908431.308215566,-1908441.30819899,-1908420.772339456,10.535876109963283,-9.999983424087986
252,2iMebp5,16.5386397,29.70818103,-13.16954133,-1908766.6967158502,-1908783.235343054,-1908796.4048744373,S,-1908437.1572269548,-1908448.710922663,-1908420.756651731,16.4005752238445,-11.55369570828043
253,2ibp1,8.767562371,21.14267671,-12.37511434,-1859441.6360324272,-1859450.4035881748,-1859462.778693164,S,-1859139.1133160181,-1859150.128609004,-1859130.436121566,8.677194452146068,-11.015292985830456
254,2ibp2,6.641560273,24.49734236,-17.85578208,-1859442.363315358,-1859449.004870614,-1859466.8606392092,S,-1859137.576546477,-1859153.876092752,-1859131.0837108542,6.492835622746497,-16.299546275055036
255,2ibp3,8.372231402,19.4465186,-11.074287199999999,-1859441.4816652131,-1859449.853890291,-1859460.928169123,S,-1859138.5943660752,-1859148.052181723,-1859130.173822804,8.420543271349743,-9.457815647823736
256,2ibp4,10.42669742,21.47086416,-11.04416674,-1859436.427707727,-1859446.854397271,-1859457.898555671,S,-1859135.61683587,-1859145.446136846,-1859125.29431282,10.322523050010204,-9.829300975892693
257,2ibp5,14.63540346,27.62798712,-12.99258366,-1859435.905620239,-1859450.5410126462,-1859463.533586491,S,-1859139.3160014248,-1859150.729135117,-1859124.6737064188,14.642295005964115,-11.413133692229167
258,2jbp1,8.13628784,11.80219819,-3.665910347,-2033591.005996491,-2033599.1422781849,-2033602.8081857632,R,-2033185.3283305902,-2033187.4424084108,-2033177.124277924,8.204052666202188,-2.1140778206754476
259,2jbp2,5.960084984,16.25186787,-10.29178288,-2033593.185962757,-2033599.146043239,-2033609.437818348,R,-2033185.227301641,-2033194.056353271,-2033179.121639071,6.10566256986931,-8.829051630105823
260,2jbp3,6.40687173,22.20818779,-15.80131606,-2033584.575911768,-2033590.9827786582,-2033606.784082787,R,-2033177.550984044,-2033191.348651936,-2033170.744393921,6.806590123102069,-13.797667891951278
261,2jbp4,9.179208586,21.7777163,-12.59850771,-2033586.334191986,-2033595.5133936382,-2033608.111891831,R,-2033181.614104819,-2033192.64508553,-2033172.482593851,9.131510968087241,-11.030980710871518
262,2jbp5,9.79416787,23.75437114,-13.96020327,-2033587.058337372,-2033596.852497844,-2033610.812690567,R,-2033182.9193235391,-2033195.1758293272,-2033173.4194647882,9.499858750961721,-12.256505788071081
263,2jbp1,8.377251478,11.3993371,-3.022085627,-2033591.9830280042,-2033600.360273154,-2033603.382356498,S,-2033186.631666783,-2033188.289545561,-2033178.4112988831,8.22036789986305,-1.6578787779435515
264,2jbp2,5.676450702,21.784618899999998,-16.1081682,-2033587.9719904761,-2033593.64843689,-2033609.75659292,S,-2033179.688279698,-2033194.0268603482,-2033174.3299803468,5.358299351064488,-14.338580650277436
265,2jbp3,7.899089259,18.5723979,-10.67330864,-2033590.3966852522,-2033598.295768544,-2033608.969069125,S,-2033184.209482043,-2033193.376133515,-2033176.458490875,7.750991167966276,-9.166651471983641
266,2jbp4,9.672431032,23.25675613,-13.58432509,-2033585.5416481192,-2033595.2140718452,-2033608.7983866772,S,-2033181.4685227312,-2033193.546188454,-2033171.748408321,9.720114410156384,-12.07766572269611
267,2jbp5,9.285257687,15.99521649,-6.709958806,-2033585.353395419,-2033594.638646092,-2033601.348599829,S,-2033180.42121021,-2033185.9106589418,-2033171.6655771332,8.755633076885715,-5.489448731765151
