reactant,product,ea kcal/mol
reactant_001041.xyz,product_001041.xyz,41.73434806
reactant_001042.xyz,product_001042.xyz,84.57478627
reactant_001043.xyz,product_001043.xyz,84.56997729
reactant_001044.xyz,product_001044.xyz,47.42266774
reactant_001045.xyz,product_001045.xyz,108.78535954
reactant_001046.xyz,product_001046.xyz,68.54614706
reactant_001047.xyz,product_001047.xyz,72.65028146
reactant_001048.xyz,product_001048.xyz,65.42090766
reactant_001049.xyz,product_001049.xyz,116.61087415
reactant_001050.xyz,product_001050.xyz,70.66869923
reactant_001051.xyz,product_001051.xyz,75.45520243
reactant_001052.xyz,product_001052.xyz,119.09914871
reactant_001053.xyz,product_001053.xyz,74.74634686
reactant_001054.xyz,product_001054.xyz,88.64631578
reactant_001055.xyz,product_001055.xyz,104.02260536
reactant_001056.xyz,product_001056.xyz,68.65417613
reactant_001057.xyz,product_001057.xyz,94.25422734
reactant_001058.xyz,product_001058.xyz,80.99111917
reactant_001059.xyz,product_001059.xyz,96.10690023
reactant_001060.xyz,product_001060.xyz,42.55843053
reactant_001061.xyz,product_001061.xyz,79.54521996
reactant_001062.xyz,product_001062.xyz,71.62058708
reactant_001063.xyz,product_001063.xyz,89.38436331
reactant_001064.xyz,product_001064.xyz,70.47292484
reactant_001065.xyz,product_001065.xyz,57.86746940
reactant_001066.xyz,product_001066.xyz,95.89064956
reactant_001067.xyz,product_001067.xyz,75.46334965
reactant_001068.xyz,product_001068.xyz,130.35404593
reactant_001069.xyz,product_001069.xyz,79.30320186
reactant_001070.xyz,product_001070.xyz,79.39078202
reactant_001071.xyz,product_001071.xyz,133.35568461
reactant_001072.xyz,product_001072.xyz,101.85878795
reactant_001073.xyz,product_001073.xyz,160.36326601
reactant_001074.xyz,product_001074.xyz,48.05983743
reactant_001075.xyz,product_001075.xyz,66.80617651
reactant_001076.xyz,product_001076.xyz,95.06408730
reactant_001077.xyz,product_001077.xyz,89.20539748
reactant_001078.xyz,product_001078.xyz,50.90640090
reactant_001079.xyz,product_001079.xyz,71.65709123
reactant_001080.xyz,product_001080.xyz,105.44110120
reactant_001081.xyz,product_001081.xyz,88.47150001
reactant_001082.xyz,product_001082.xyz,80.53130535
reactant_001083.xyz,product_001083.xyz,43.93003542
reactant_001084.xyz,product_001084.xyz,28.43016463
reactant_001085.xyz,product_001085.xyz,45.40117373
reactant_001086.xyz,product_001086.xyz,49.33903930
reactant_001087.xyz,product_001087.xyz,77.26554745
reactant_001088.xyz,product_001088.xyz,43.76339138
reactant_001089.xyz,product_001089.xyz,41.93408664
reactant_001090.xyz,product_001090.xyz,52.69939023
reactant_001091.xyz,product_001091.xyz,57.39917137
reactant_001092.xyz,product_001092.xyz,104.99654566
reactant_001093.xyz,product_001093.xyz,117.50191810
reactant_001094.xyz,product_001094.xyz,97.48501161
reactant_001095.xyz,product_001095.xyz,77.63596812
reactant_001096.xyz,product_001096.xyz,56.43470969
reactant_001097.xyz,product_001097.xyz,66.27664248
reactant_001098.xyz,product_001098.xyz,56.42322086
reactant_001099.xyz,product_001099.xyz,103.95053269
reactant_001100.xyz,product_001100.xyz,88.21202735
reactant_001101.xyz,product_001101.xyz,100.13736623
reactant_001102.xyz,product_001102.xyz,82.12529125
reactant_001103.xyz,product_001103.xyz,79.62486288
reactant_001104.xyz,product_001104.xyz,82.02209857
reactant_001105.xyz,product_001105.xyz,67.78316899
reactant_001106.xyz,product_001106.xyz,85.32303726
reactant_001107.xyz,product_001107.xyz,87.92775936
reactant_001108.xyz,product_001108.xyz,21.43273744
reactant_001109.xyz,product_001109.xyz,65.10427496
reactant_001110.xyz,product_001110.xyz,19.87562473
reactant_001111.xyz,product_001111.xyz,113.11187748
reactant_001112.xyz,product_001112.xyz,82.96253794
reactant_001113.xyz,product_001113.xyz,92.51437743
reactant_001114.xyz,product_001114.xyz,39.56749419
reactant_001115.xyz,product_001115.xyz,76.80965954
reactant_001116.xyz,product_001116.xyz,91.03848837
reactant_001117.xyz,product_001117.xyz,119.64353351
reactant_001118.xyz,product_001118.xyz,76.98632611
reactant_001119.xyz,product_001119.xyz,68.55228926
reactant_001120.xyz,product_001120.xyz,101.31326696
reactant_001121.xyz,product_001121.xyz,53.94005817
reactant_001122.xyz,product_001122.xyz,72.14124305
reactant_001123.xyz,product_001123.xyz,78.16914630
reactant_001124.xyz,product_001124.xyz,74.98817110
reactant_001125.xyz,product_001125.xyz,92.23800008
reactant_001126.xyz,product_001126.xyz,71.51175111
reactant_001127.xyz,product_001127.xyz,77.33303940
reactant_001128.xyz,product_001128.xyz,69.34341200
reactant_001129.xyz,product_001129.xyz,79.98436331
reactant_001130.xyz,product_001130.xyz,114.69005792
reactant_001131.xyz,product_001131.xyz,80.74246993
reactant_001132.xyz,product_001132.xyz,103.21029056
reactant_001133.xyz,product_001133.xyz,93.80026089
reactant_001134.xyz,product_001134.xyz,66.14451136
reactant_001135.xyz,product_001135.xyz,73.56697003
reactant_001136.xyz,product_001136.xyz,53.04832077
reactant_001137.xyz,product_001137.xyz,93.79763074
reactant_001138.xyz,product_001138.xyz,91.67604933
reactant_001139.xyz,product_001139.xyz,83.72958908
reactant_001140.xyz,product_001140.xyz,145.06273583
reactant_001141.xyz,product_001141.xyz,67.21050356
reactant_001142.xyz,product_001142.xyz,67.19556998
reactant_001143.xyz,product_001143.xyz,71.93835688
reactant_001144.xyz,product_001144.xyz,89.81415076
reactant_001145.xyz,product_001145.xyz,61.83125410
reactant_001146.xyz,product_001146.xyz,53.41379647
reactant_001147.xyz,product_001147.xyz,70.95675595
reactant_001148.xyz,product_001148.xyz,88.41744325
reactant_001149.xyz,product_001149.xyz,82.15704995
reactant_001150.xyz,product_001150.xyz,117.06328092
reactant_001151.xyz,product_001151.xyz,75.30906730
reactant_001152.xyz,product_001152.xyz,84.93855042
reactant_001153.xyz,product_001153.xyz,107.02227559
reactant_001154.xyz,product_001154.xyz,98.16299530
reactant_001155.xyz,product_001155.xyz,93.77283610
reactant_001156.xyz,product_001156.xyz,83.70106044
reactant_001157.xyz,product_001157.xyz,115.16527112
reactant_001158.xyz,product_001158.xyz,67.69580850
reactant_001159.xyz,product_001159.xyz,125.82859299
reactant_001160.xyz,product_001160.xyz,83.22537706
reactant_001161.xyz,product_001161.xyz,71.37632783
reactant_001162.xyz,product_001162.xyz,64.83325387
reactant_001163.xyz,product_001163.xyz,61.48663626
reactant_001164.xyz,product_001164.xyz,64.17766811
reactant_001165.xyz,product_001165.xyz,69.52348081
reactant_001166.xyz,product_001166.xyz,95.85481870
reactant_001167.xyz,product_001167.xyz,84.68968630
reactant_001168.xyz,product_001168.xyz,56.91540075
reactant_001169.xyz,product_001169.xyz,48.82868679
reactant_001170.xyz,product_001170.xyz,79.62477014
reactant_001171.xyz,product_001171.xyz,85.42885180
reactant_001172.xyz,product_001172.xyz,54.26229413
reactant_001173.xyz,product_001173.xyz,112.26515883
reactant_001174.xyz,product_001174.xyz,109.04926086
reactant_001175.xyz,product_001175.xyz,74.16485696
reactant_001176.xyz,product_001176.xyz,70.19102564
reactant_001177.xyz,product_001177.xyz,73.38873592
reactant_001178.xyz,product_001178.xyz,48.86912844
reactant_001179.xyz,product_001179.xyz,91.01493547
reactant_001180.xyz,product_001180.xyz,109.56272265
reactant_001181.xyz,product_001181.xyz,113.97080287
reactant_001182.xyz,product_001182.xyz,68.90110524
reactant_001183.xyz,product_001183.xyz,116.84379806
reactant_001184.xyz,product_001184.xyz,68.27197185
reactant_001185.xyz,product_001185.xyz,108.37203060
reactant_001186.xyz,product_001186.xyz,98.50551838
reactant_001187.xyz,product_001187.xyz,54.19345827
reactant_001188.xyz,product_001188.xyz,75.83875922
reactant_001189.xyz,product_001189.xyz,75.85713397
reactant_001190.xyz,product_001190.xyz,110.54225487
reactant_001191.xyz,product_001191.xyz,75.07074997
reactant_001192.xyz,product_001192.xyz,63.11368003
reactant_001193.xyz,product_001193.xyz,66.75168390
reactant_001194.xyz,product_001194.xyz,48.70757380
reactant_001195.xyz,product_001195.xyz,81.40641670
reactant_001196.xyz,product_001196.xyz,87.63120488
reactant_001197.xyz,product_001197.xyz,65.98945817
reactant_001198.xyz,product_001198.xyz,92.19380487
reactant_001199.xyz,product_001199.xyz,49.07844307
reactant_001200.xyz,product_001200.xyz,68.32039563
reactant_001201.xyz,product_001201.xyz,75.38892535
reactant_001202.xyz,product_001202.xyz,59.81079287
reactant_001203.xyz,product_001203.xyz,96.38502370
reactant_001204.xyz,product_001204.xyz,87.26452048
reactant_001205.xyz,product_001205.xyz,60.88708140
reactant_001206.xyz,product_001206.xyz,74.74569810
reactant_001207.xyz,product_001207.xyz,78.46246786
reactant_001208.xyz,product_001208.xyz,52.33452685
reactant_001209.xyz,product_001209.xyz,74.38337886
reactant_001210.xyz,product_001210.xyz,70.59557406
reactant_001211.xyz,product_001211.xyz,87.60634760
reactant_001212.xyz,product_001212.xyz,77.84508218
reactant_001213.xyz,product_001213.xyz,75.19128845
reactant_001214.xyz,product_001214.xyz,95.67013802
reactant_001215.xyz,product_001215.xyz,75.34839532
reactant_001216.xyz,product_001216.xyz,90.04833736
reactant_001217.xyz,product_001217.xyz,70.46236970
reactant_001218.xyz,product_001218.xyz,101.70770278
reactant_001219.xyz,product_001219.xyz,71.60839624
reactant_001220.xyz,product_001220.xyz,80.41430280
reactant_001221.xyz,product_001221.xyz,74.87542193
reactant_001222.xyz,product_001222.xyz,91.48234343
reactant_001223.xyz,product_001223.xyz,110.67113842
reactant_001224.xyz,product_001224.xyz,81.77956032
reactant_001225.xyz,product_001225.xyz,56.72407229
reactant_001226.xyz,product_001226.xyz,98.94753086
reactant_001227.xyz,product_001227.xyz,62.49823841
reactant_001228.xyz,product_001228.xyz,73.49067794
reactant_001229.xyz,product_001229.xyz,89.26477637
reactant_001230.xyz,product_001230.xyz,84.63653853
reactant_001231.xyz,product_001231.xyz,73.50170037
reactant_001232.xyz,product_001232.xyz,93.30698814
reactant_001233.xyz,product_001233.xyz,67.92857694
reactant_001234.xyz,product_001234.xyz,97.65915354
reactant_001235.xyz,product_001235.xyz,102.14756356
reactant_001236.xyz,product_001236.xyz,121.34178095
reactant_001237.xyz,product_001237.xyz,52.58522726
reactant_001238.xyz,product_001238.xyz,64.86290228
reactant_001239.xyz,product_001239.xyz,65.38108221
reactant_001240.xyz,product_001240.xyz,110.75740812
reactant_001241.xyz,product_001241.xyz,91.08145273
reactant_001242.xyz,product_001242.xyz,90.53081061
reactant_001243.xyz,product_001243.xyz,96.39375866
reactant_001244.xyz,product_001244.xyz,109.40782167
reactant_001245.xyz,product_001245.xyz,94.70936309
reactant_001246.xyz,product_001246.xyz,82.29683332
reactant_001247.xyz,product_001247.xyz,69.41064209
reactant_001248.xyz,product_001248.xyz,74.78710438
reactant_001249.xyz,product_001249.xyz,67.98801796
reactant_001250.xyz,product_001250.xyz,107.42423196
reactant_001251.xyz,product_001251.xyz,95.22259491
reactant_001252.xyz,product_001252.xyz,74.58745967
reactant_001253.xyz,product_001253.xyz,41.64264082
reactant_001254.xyz,product_001254.xyz,99.60056369
reactant_001255.xyz,product_001255.xyz,78.51852730
reactant_001256.xyz,product_001256.xyz,71.89225892
reactant_001257.xyz,product_001257.xyz,61.42321227
reactant_001258.xyz,product_001258.xyz,71.89321883
reactant_001259.xyz,product_001259.xyz,88.07331497
reactant_001260.xyz,product_001260.xyz,101.82406388
reactant_001261.xyz,product_001261.xyz,81.86374801
reactant_001262.xyz,product_001262.xyz,45.89983451
reactant_001263.xyz,product_001263.xyz,60.37714728
reactant_001264.xyz,product_001264.xyz,120.88270555
reactant_001265.xyz,product_001265.xyz,150.89841225
reactant_001266.xyz,product_001266.xyz,79.55147794
reactant_001267.xyz,product_001267.xyz,91.43263700
reactant_001268.xyz,product_001268.xyz,68.29809796
reactant_001269.xyz,product_001269.xyz,116.19004829
reactant_001270.xyz,product_001270.xyz,103.65712804
reactant_001271.xyz,product_001271.xyz,46.56798623
reactant_001272.xyz,product_001272.xyz,47.44334115
reactant_001273.xyz,product_001273.xyz,68.81634300
reactant_001274.xyz,product_001274.xyz,95.02963586
reactant_001275.xyz,product_001275.xyz,106.49222303
reactant_001276.xyz,product_001276.xyz,79.26515121
reactant_001277.xyz,product_001277.xyz,72.53308427
reactant_001278.xyz,product_001278.xyz,114.03095239
reactant_001279.xyz,product_001279.xyz,122.95830251
reactant_001280.xyz,product_001280.xyz,66.34879633
reactant_001281.xyz,product_001281.xyz,69.12269651
reactant_001282.xyz,product_001282.xyz,73.33294193
reactant_001283.xyz,product_001283.xyz,116.58442460
reactant_001284.xyz,product_001284.xyz,85.74315982
reactant_001285.xyz,product_001285.xyz,69.83773192
reactant_001286.xyz,product_001286.xyz,89.05118209
reactant_001287.xyz,product_001287.xyz,117.69730508
reactant_001288.xyz,product_001288.xyz,83.95388897
reactant_001289.xyz,product_001289.xyz,77.40645667
reactant_001290.xyz,product_001290.xyz,45.14608014
reactant_001291.xyz,product_001291.xyz,64.10457316
reactant_001292.xyz,product_001292.xyz,106.95641693
reactant_001293.xyz,product_001293.xyz,49.99616873
reactant_001294.xyz,product_001294.xyz,85.94782454
reactant_001295.xyz,product_001295.xyz,99.40371450
reactant_001296.xyz,product_001296.xyz,82.06760786
reactant_001297.xyz,product_001297.xyz,106.34883059
reactant_001298.xyz,product_001298.xyz,85.13517541
reactant_001299.xyz,product_001299.xyz,69.75594097
reactant_001300.xyz,product_001300.xyz,91.72485495
reactant_001301.xyz,product_001301.xyz,136.43468190
reactant_001302.xyz,product_001302.xyz,112.67035311
reactant_001303.xyz,product_001303.xyz,92.28963358
reactant_001304.xyz,product_001304.xyz,84.90054219
reactant_001305.xyz,product_001305.xyz,89.26969809
reactant_001306.xyz,product_001306.xyz,65.50892305
reactant_001307.xyz,product_001307.xyz,105.73527956
reactant_001308.xyz,product_001308.xyz,83.97531384
reactant_001309.xyz,product_001309.xyz,61.00306128
reactant_001310.xyz,product_001310.xyz,84.13470983
reactant_001311.xyz,product_001311.xyz,80.57262547
reactant_001312.xyz,product_001312.xyz,74.18498897
reactant_001313.xyz,product_001313.xyz,137.74543447
reactant_001314.xyz,product_001314.xyz,94.13367842
reactant_001315.xyz,product_001315.xyz,91.35061690
reactant_001316.xyz,product_001316.xyz,54.57819944
reactant_001317.xyz,product_001317.xyz,63.38136870
reactant_001318.xyz,product_001318.xyz,89.61380265
reactant_001319.xyz,product_001319.xyz,70.59084404
reactant_001320.xyz,product_001320.xyz,115.10207658
reactant_001321.xyz,product_001321.xyz,89.61545065
reactant_001322.xyz,product_001322.xyz,78.67460643
reactant_001323.xyz,product_001323.xyz,59.21196777
reactant_001324.xyz,product_001324.xyz,79.92832442
reactant_001325.xyz,product_001325.xyz,91.90017678
reactant_001326.xyz,product_001326.xyz,92.34149181
reactant_001327.xyz,product_001327.xyz,42.95933206
reactant_001328.xyz,product_001328.xyz,90.94763388
reactant_001329.xyz,product_001329.xyz,102.16573383
reactant_001330.xyz,product_001330.xyz,99.48400548
reactant_001331.xyz,product_001331.xyz,84.37653290
reactant_001332.xyz,product_001332.xyz,79.72963256
reactant_001333.xyz,product_001333.xyz,79.26054059
reactant_001334.xyz,product_001334.xyz,25.94088392
reactant_001335.xyz,product_001335.xyz,107.63383893
reactant_001336.xyz,product_001336.xyz,71.86707556
reactant_001337.xyz,product_001337.xyz,72.95400584
reactant_001338.xyz,product_001338.xyz,110.22127577
reactant_001339.xyz,product_001339.xyz,35.36665708
reactant_001340.xyz,product_001340.xyz,89.78283910
reactant_001341.xyz,product_001341.xyz,49.14937093
reactant_001342.xyz,product_001342.xyz,66.29720489
reactant_001343.xyz,product_001343.xyz,93.54519092
reactant_001344.xyz,product_001344.xyz,83.24532150
reactant_001345.xyz,product_001345.xyz,70.51926759
reactant_001346.xyz,product_001346.xyz,118.48399034
reactant_001347.xyz,product_001347.xyz,74.97413232
reactant_001348.xyz,product_001348.xyz,70.47237982
reactant_001349.xyz,product_001349.xyz,119.53808436
reactant_001350.xyz,product_001350.xyz,96.83449968
reactant_001351.xyz,product_001351.xyz,76.44286526
reactant_001352.xyz,product_001352.xyz,72.90449308
reactant_001353.xyz,product_001353.xyz,133.28521603
reactant_001354.xyz,product_001354.xyz,103.28521290
reactant_001355.xyz,product_001355.xyz,93.90198831
reactant_001356.xyz,product_001356.xyz,84.76283750
reactant_001357.xyz,product_001357.xyz,45.13634175
reactant_001358.xyz,product_001358.xyz,120.51851920
reactant_001359.xyz,product_001359.xyz,111.27685535
reactant_001360.xyz,product_001360.xyz,104.40096802
reactant_001361.xyz,product_001361.xyz,70.32314467
reactant_001362.xyz,product_001362.xyz,64.75004187
reactant_001363.xyz,product_001363.xyz,83.54915758
reactant_001364.xyz,product_001364.xyz,81.00156720
reactant_001365.xyz,product_001365.xyz,49.15498725
reactant_001366.xyz,product_001366.xyz,54.16166472
reactant_001367.xyz,product_001367.xyz,67.89618841
reactant_001368.xyz,product_001368.xyz,44.46957168
reactant_001369.xyz,product_001369.xyz,94.56594101
reactant_001370.xyz,product_001370.xyz,84.35947819
reactant_001371.xyz,product_001371.xyz,79.75309045
reactant_001372.xyz,product_001372.xyz,100.00204459
reactant_001373.xyz,product_001373.xyz,73.36552324
reactant_001374.xyz,product_001374.xyz,86.78578738
reactant_001375.xyz,product_001375.xyz,53.44059540
reactant_001376.xyz,product_001376.xyz,78.28323321
reactant_001377.xyz,product_001377.xyz,67.06489005
reactant_001378.xyz,product_001378.xyz,70.82152653
reactant_001379.xyz,product_001379.xyz,111.88011995
reactant_001380.xyz,product_001380.xyz,116.68231275
reactant_001381.xyz,product_001381.xyz,85.53499611
reactant_001382.xyz,product_001382.xyz,132.71475611
reactant_001383.xyz,product_001383.xyz,99.45002892
reactant_001384.xyz,product_001384.xyz,100.37556243
reactant_001385.xyz,product_001385.xyz,113.66286550
reactant_001386.xyz,product_001386.xyz,60.22286052
reactant_001387.xyz,product_001387.xyz,64.74458541
reactant_001388.xyz,product_001388.xyz,70.26586556
reactant_001389.xyz,product_001389.xyz,100.87149523
reactant_001390.xyz,product_001390.xyz,37.92863542
reactant_001391.xyz,product_001391.xyz,63.11553919
reactant_001392.xyz,product_001392.xyz,69.49234873
reactant_001393.xyz,product_001393.xyz,87.28624644
reactant_001394.xyz,product_001394.xyz,65.02326481
reactant_001395.xyz,product_001395.xyz,89.04124704
reactant_001396.xyz,product_001396.xyz,73.74720814
reactant_001397.xyz,product_001397.xyz,59.31826924
reactant_001398.xyz,product_001398.xyz,97.70544900
reactant_001399.xyz,product_001399.xyz,56.39826971
reactant_001400.xyz,product_001400.xyz,128.85738755
reactant_001401.xyz,product_001401.xyz,82.56655979
reactant_001402.xyz,product_001402.xyz,58.09410323
reactant_001403.xyz,product_001403.xyz,68.39321258
reactant_001404.xyz,product_001404.xyz,101.74460997
reactant_001405.xyz,product_001405.xyz,101.11319797
reactant_001406.xyz,product_001406.xyz,81.37698491
reactant_001407.xyz,product_001407.xyz,70.79568077
reactant_001408.xyz,product_001408.xyz,112.70456741
reactant_001409.xyz,product_001409.xyz,92.89274006
reactant_001410.xyz,product_001410.xyz,42.15801831
reactant_001411.xyz,product_001411.xyz,92.23540591
reactant_001412.xyz,product_001412.xyz,114.41851404
reactant_001413.xyz,product_001413.xyz,55.50994307
reactant_001414.xyz,product_001414.xyz,54.32415782
reactant_001415.xyz,product_001415.xyz,74.45500578
reactant_001416.xyz,product_001416.xyz,64.16269587
reactant_001417.xyz,product_001417.xyz,54.95298340
reactant_001418.xyz,product_001418.xyz,95.37664791
reactant_001419.xyz,product_001419.xyz,56.09902661
reactant_001420.xyz,product_001420.xyz,115.50005892
reactant_001421.xyz,product_001421.xyz,63.29423439
reactant_001422.xyz,product_001422.xyz,70.79515731
reactant_001423.xyz,product_001423.xyz,53.53809245
reactant_001424.xyz,product_001424.xyz,49.49172934
reactant_001425.xyz,product_001425.xyz,66.46378426
reactant_001426.xyz,product_001426.xyz,76.69766940
reactant_001427.xyz,product_001427.xyz,64.73639951
reactant_001428.xyz,product_001428.xyz,71.51461340
reactant_001429.xyz,product_001429.xyz,90.68101912
reactant_001430.xyz,product_001430.xyz,68.55683198
reactant_001431.xyz,product_001431.xyz,86.05184647
reactant_001432.xyz,product_001432.xyz,79.08861712
reactant_001433.xyz,product_001433.xyz,101.61265739
reactant_001434.xyz,product_001434.xyz,79.29502033
reactant_001435.xyz,product_001435.xyz,113.80461474
reactant_001436.xyz,product_001436.xyz,48.22453013
reactant_001437.xyz,product_001437.xyz,52.45950910
reactant_001438.xyz,product_001438.xyz,108.16760092
reactant_001439.xyz,product_001439.xyz,66.55777235
reactant_001440.xyz,product_001440.xyz,67.10711107
reactant_001441.xyz,product_001441.xyz,83.67665399
reactant_001442.xyz,product_001442.xyz,76.19497928
reactant_001443.xyz,product_001443.xyz,93.80006485
reactant_001444.xyz,product_001444.xyz,76.95170961
reactant_001445.xyz,product_001445.xyz,93.93105429
reactant_001446.xyz,product_001446.xyz,79.78276821
reactant_001447.xyz,product_001447.xyz,52.37805659
reactant_001448.xyz,product_001448.xyz,67.41219391
reactant_001449.xyz,product_001449.xyz,81.63837613
reactant_001450.xyz,product_001450.xyz,81.16620903
reactant_001451.xyz,product_001451.xyz,48.02544201
reactant_001452.xyz,product_001452.xyz,94.47653435
reactant_001453.xyz,product_001453.xyz,88.16605177
reactant_001454.xyz,product_001454.xyz,63.12806377
reactant_001455.xyz,product_001455.xyz,64.85383605
reactant_001456.xyz,product_001456.xyz,89.55886528
reactant_001457.xyz,product_001457.xyz,83.31912737
reactant_001458.xyz,product_001458.xyz,61.95063123
reactant_001459.xyz,product_001459.xyz,68.18729595
reactant_001460.xyz,product_001460.xyz,116.10780329
reactant_001461.xyz,product_001461.xyz,57.26944798
reactant_001462.xyz,product_001462.xyz,72.18652425
reactant_001463.xyz,product_001463.xyz,92.09068654
reactant_001464.xyz,product_001464.xyz,105.23564790
reactant_001465.xyz,product_001465.xyz,97.28133206
reactant_001466.xyz,product_001466.xyz,99.16138752
reactant_001467.xyz,product_001467.xyz,63.33407109
reactant_001468.xyz,product_001468.xyz,112.15187684
reactant_001469.xyz,product_001469.xyz,94.96282131
reactant_001470.xyz,product_001470.xyz,75.50227706
reactant_001471.xyz,product_001471.xyz,78.30837912
reactant_001472.xyz,product_001472.xyz,55.14546814
reactant_001473.xyz,product_001473.xyz,98.14497866
reactant_001474.xyz,product_001474.xyz,114.14429076
reactant_001475.xyz,product_001475.xyz,76.87493792
reactant_001476.xyz,product_001476.xyz,77.51204569
reactant_001477.xyz,product_001477.xyz,68.34947161
reactant_001478.xyz,product_001478.xyz,76.81404283
reactant_001479.xyz,product_001479.xyz,50.76204753
reactant_001480.xyz,product_001480.xyz,52.65668312
reactant_001481.xyz,product_001481.xyz,125.99314767
reactant_001482.xyz,product_001482.xyz,83.98046586
reactant_001483.xyz,product_001483.xyz,97.49572777
reactant_001484.xyz,product_001484.xyz,62.20489149
reactant_001485.xyz,product_001485.xyz,81.33047134
reactant_001486.xyz,product_001486.xyz,81.75856253
reactant_001487.xyz,product_001487.xyz,67.25259742
reactant_001488.xyz,product_001488.xyz,83.46799580
reactant_001489.xyz,product_001489.xyz,109.85385400
reactant_001490.xyz,product_001490.xyz,60.67010093
reactant_001491.xyz,product_001491.xyz,71.33095575
reactant_001492.xyz,product_001492.xyz,117.15654688
reactant_001493.xyz,product_001493.xyz,116.13294269
reactant_001494.xyz,product_001494.xyz,116.49937027
reactant_001495.xyz,product_001495.xyz,69.79184055
reactant_001496.xyz,product_001496.xyz,70.58979538
reactant_001497.xyz,product_001497.xyz,70.96488540
reactant_001498.xyz,product_001498.xyz,71.23557807
reactant_001499.xyz,product_001499.xyz,70.96092481
reactant_001500.xyz,product_001500.xyz,68.38542651
reactant_001501.xyz,product_001501.xyz,101.50497636
reactant_001502.xyz,product_001502.xyz,103.52532821
reactant_001503.xyz,product_001503.xyz,82.01792763
reactant_001504.xyz,product_001504.xyz,78.05690407
reactant_001505.xyz,product_001505.xyz,78.58515701
reactant_001506.xyz,product_001506.xyz,67.22679130
reactant_001507.xyz,product_001507.xyz,66.19805655
reactant_001508.xyz,product_001508.xyz,77.53245047
reactant_001509.xyz,product_001509.xyz,122.95371569
reactant_001510.xyz,product_001510.xyz,71.27480039
reactant_001511.xyz,product_001511.xyz,82.07157484
reactant_001512.xyz,product_001512.xyz,81.73250263
reactant_001513.xyz,product_001513.xyz,77.67360841
reactant_001514.xyz,product_001514.xyz,67.10505961
reactant_001515.xyz,product_001515.xyz,66.54567629
reactant_001516.xyz,product_001516.xyz,83.25068335
reactant_001517.xyz,product_001517.xyz,61.77474714
reactant_001518.xyz,product_001518.xyz,66.00291459
reactant_001519.xyz,product_001519.xyz,68.31771218
reactant_001520.xyz,product_001520.xyz,86.64323618
reactant_001521.xyz,product_001521.xyz,76.73584632
reactant_001522.xyz,product_001522.xyz,64.21875060
reactant_001523.xyz,product_001523.xyz,125.22360050
reactant_001524.xyz,product_001524.xyz,88.07510154
reactant_001525.xyz,product_001525.xyz,72.62722392
reactant_001526.xyz,product_001526.xyz,82.98516398
reactant_001527.xyz,product_001527.xyz,73.52732072
reactant_001528.xyz,product_001528.xyz,116.59542780
reactant_001529.xyz,product_001529.xyz,82.45119974
reactant_001530.xyz,product_001530.xyz,37.30211576
reactant_001531.xyz,product_001531.xyz,62.00956338
reactant_001532.xyz,product_001532.xyz,120.35741892
reactant_001533.xyz,product_001533.xyz,61.20095292
reactant_001534.xyz,product_001534.xyz,63.86029883
reactant_001535.xyz,product_001535.xyz,66.48008141
reactant_001536.xyz,product_001536.xyz,91.62840948
reactant_001537.xyz,product_001537.xyz,96.99306212
reactant_001538.xyz,product_001538.xyz,91.77460205
reactant_001539.xyz,product_001539.xyz,76.60454532
reactant_001540.xyz,product_001540.xyz,86.40701500
reactant_001541.xyz,product_001541.xyz,88.23186850
reactant_001542.xyz,product_001542.xyz,98.41370879
reactant_001543.xyz,product_001543.xyz,115.89401832
reactant_001544.xyz,product_001544.xyz,106.49069699
reactant_001545.xyz,product_001545.xyz,140.12510439
reactant_001546.xyz,product_001546.xyz,105.95112529
reactant_001547.xyz,product_001547.xyz,100.23641868
reactant_001548.xyz,product_001548.xyz,112.43270420
reactant_001549.xyz,product_001549.xyz,101.28211183
reactant_001550.xyz,product_001550.xyz,108.72436768
reactant_001551.xyz,product_001551.xyz,96.49973586
reactant_001552.xyz,product_001552.xyz,93.82286736
reactant_001553.xyz,product_001553.xyz,83.90702615
reactant_001554.xyz,product_001554.xyz,92.73220899
reactant_001555.xyz,product_001555.xyz,89.68972529
reactant_001556.xyz,product_001556.xyz,87.86681951
reactant_001557.xyz,product_001557.xyz,110.39337345
reactant_001558.xyz,product_001558.xyz,136.34425911
reactant_001559.xyz,product_001559.xyz,66.50784884
reactant_001560.xyz,product_001560.xyz,79.58882737
reactant_001561.xyz,product_001561.xyz,107.73425582
reactant_001562.xyz,product_001562.xyz,71.27063753
reactant_001563.xyz,product_001563.xyz,72.40872061
reactant_001564.xyz,product_001564.xyz,76.31932023
reactant_001565.xyz,product_001565.xyz,92.28261260
reactant_001566.xyz,product_001566.xyz,105.27063081
reactant_001567.xyz,product_001567.xyz,107.02978001
reactant_001568.xyz,product_001568.xyz,64.30953473
reactant_001569.xyz,product_001569.xyz,105.24561881
reactant_001570.xyz,product_001570.xyz,99.32295289
reactant_001571.xyz,product_001571.xyz,65.22233342
reactant_001572.xyz,product_001572.xyz,112.10516619
reactant_001573.xyz,product_001573.xyz,117.02118400
reactant_001574.xyz,product_001574.xyz,81.53253090
reactant_001575.xyz,product_001575.xyz,90.30505849
reactant_001576.xyz,product_001576.xyz,111.91586052
reactant_001577.xyz,product_001577.xyz,72.32665789
